gene_id	gene_name	transcript_size
ENSG00000104324.15	CPQ	1947
ENSG00000180543.4	TSPYL5	4491
ENSG00000147649.9	MTDH	6177
ENSG00000104341.16	LAPTM4B	3173
ENSG00000132561.13	MATN2	4106
ENSG00000156482.10	RPL30	1129
ENSG00000177459.10	ERICH5	1761
ENSG00000132541.10	HRSP12	1057
ENSG00000104356.10	POP1	4719
ENSG00000104361.9	NIPAL2	4581
ENSG00000104375.15	STK3	5333
ENSG00000156486.7	KCNS2	5219
ENSG00000164920.9	OSR2	2126
ENSG00000132549.18	VPS13B	14094
ENSG00000164919.10	COX6C	1098
ENSG00000132554.19	RGS22	4296
ENSG00000156509.13	FBXO43	3082
ENSG00000147669.10	POLR2K	1021
ENSG00000104450.12	SPAG1	3852
ENSG00000034677.11	RNF19A	4330
ENSG00000186106.11	ANKRD46	3270
ENSG00000174226.8	SNX31	2457
ENSG00000070756.13	PABPC1	3485
ENSG00000164924.17	YWHAZ	5248
ENSG00000120963.11	ZNF706	3502
ENSG00000083307.10	GRHL2	5239
ENSG00000104490.17	NCALD	3808
ENSG00000048392.11	RRM2B	4931
ENSG00000104517.12	UBR5	10297
ENSG00000155087.3	ODF1	1013
ENSG00000155090.14	KLF10	3659
ENSG00000155096.13	AZIN1	4721
ENSG00000155097.11	ATP6V1C1	5612
ENSG00000164929.16	BAALC	2831
ENSG00000164930.11	FZD6	3788
ENSG00000164932.12	CTHRC1	1271
ENSG00000164933.11	SLC25A32	2891
ENSG00000164934.13	DCAF13	5300
ENSG00000176406.20	RIMS2	8002
ENSG00000147647.12	DPYS	2127
ENSG00000164935.6	DCSTAMP	1953
ENSG00000147650.11	LRP12	5008
ENSG00000169946.13	ZFPM2	4700
ENSG00000164830.17	OXR1	4698
ENSG00000174429.3	ABRA	2755
ENSG00000154188.9	ANGPT1	4353
ENSG00000147655.10	RSPO2	3111
ENSG00000104408.9	EIF3E	1990
ENSG00000104412.7	EMC2	2736
ENSG00000164841.4	TMEM74	1741
ENSG00000174417.2	TRHR	1660
ENSG00000120526.10	NUDCD1	4217
ENSG00000120533.12	ENY2	2966
ENSG00000205038.11	PKHD1L1	13076
ENSG00000147654.14	EBAG9	2379
ENSG00000147642.16	SYBU	3435
ENSG00000164794.8	KCNV1	6979
ENSG00000164796.17	CSMD3	13212
ENSG00000104447.11	TRPS1	9990
ENSG00000147677.10	EIF3H	3959
ENSG00000147679.11	UTP23	3699
ENSG00000164754.12	RAD21	3749
ENSG00000281527.1	AC087350.1	96
ENSG00000205002.3	AARD	2299
ENSG00000164756.12	SLC30A8	5430
ENSG00000164758.7	MED30	985
ENSG00000182197.10	EXT1	8270
ENSG00000177570.13	SAMD12	8866
ENSG00000164761.8	TNFRSF11B	2402
ENSG00000184374.2	COLEC10	1266
ENSG00000147676.13	MAL2	2818
ENSG00000136999.4	NOV	2522
ENSG00000136960.12	ENPP2	3647
ENSG00000064313.11	TAF2	5048
ENSG00000136982.5	DSCC1	2314
ENSG00000155792.9	DEPTOR	2569
ENSG00000187955.11	COL14A1	6466
ENSG00000172172.7	MRPL13	2367
ENSG00000172167.7	MTBP	3375
ENSG00000172164.13	SNTB1	5164
ENSG00000170961.6	HAS2	4190
ENSG00000178764.7	ZHX2	4624
ENSG00000136986.9	DERL1	5513
ENSG00000156787.16	TBC1D31	3502
ENSG00000147689.16	FAM83A	5393
ENSG00000189376.11	C8orf76	1341
ENSG00000259305.6	ZHX1-C8orf76	1257
ENSG00000165156.14	ZHX1	5200
ENSG00000156802.12	ATAD2	5565
ENSG00000156795.6	WDYHV1	1491
ENSG00000156804.7	FBXO32	6744
ENSG00000175946.8	KLHL38	1982
ENSG00000104537.16	ANXA13	1964
ENSG00000176853.15	FAM91A1	5511
ENSG00000214814.6	FER1L6	6051
ENSG00000164983.7	TMEM65	9029
ENSG00000183665.5	TRMT12	2207
ENSG00000170881.4	RNF139	2637
ENSG00000147687.16	TATDN1	2016
ENSG00000147684.7	NDUFB9	1319
ENSG00000170873.18	MTSS1	4944
ENSG00000180938.5	ZNF572	3275
ENSG00000104549.11	SQLE	2961
ENSG00000164961.15	KIAA0196	4187
ENSG00000156831.7	NSMCE2	1195
ENSG00000173334.3	TRIB1	3635
ENSG00000168672.3	FAM84B	5404
ENSG00000212993.4	POU5F1B	5360
ENSG00000279524.1	AC108925.1	375
ENSG00000136997.15	MYC	2366
ENSG00000280151.1	AC026248.1	375
ENSG00000147697.8	GSDMC	2714
ENSG00000153310.18	FAM49B	4552
ENSG00000153317.14	ASAP1	6344
ENSG00000155897.9	ADCY8	5938
ENSG00000132294.13	EFR3A	5438
ENSG00000253117.4	OC90	1782
ENSG00000258417.3	RP11-240B13.2	2413
ENSG00000132297.11	HHLA1	4105
ENSG00000184156.15	KCNQ3	11441
ENSG00000129295.8	LRRC6	1878
ENSG00000165071.14	TMEM71	1993
ENSG00000129292.20	PHF20L1	7822
ENSG00000042832.11	TG	8450
ENSG00000155926.13	SLA	3451
ENSG00000104415.13	WISP1	3844
ENSG00000104419.14	NDRG1	3983
ENSG00000008513.14	ST3GAL1	6951
ENSG00000066827.15	ZFAT	5472
ENSG00000131773.13	KHDRBS3	5466
ENSG00000147724.11	FAM135B	6962
ENSG00000169436.16	COL22A1	6346
ENSG00000169427.6	KCNK9	3276
ENSG00000167632.14	TRAPPC9	4474
ENSG00000104472.9	CHRAC1	2488
ENSG00000123908.11	AGO2	14581
ENSG00000169398.19	PTK2	4955
ENSG00000281855.1	AC105009.1	60
ENSG00000105339.10	DENND3	5482
ENSG00000022567.9	SLC45A4	7483
ENSG00000204882.3	GPR20	1515
ENSG00000184489.11	PTP4A3	2785
ENSG00000226807.6	MROH5	4164
ENSG00000171045.14	TSNARE1	2110
ENSG00000181790.10	ADGRB1	6241
ENSG00000198576.3	ARC	2948
ENSG00000234616.8	JRK	9124
ENSG00000167653.4	PSCA	1020
ENSG00000160886.13	LY6K	2724
ENSG00000130193.7	THEM6	2279
ENSG00000126233.1	SLURP1	537
ENSG00000197353.3	LYPD2	594
ENSG00000180155.18	LYNX1	4708
ENSG00000167656.4	LY6D	1423
ENSG00000104499.6	GML	723
ENSG00000160882.11	CYP11B1	3726
ENSG00000179142.2	CYP11B2	2936
ENSG00000160932.10	LY6E	1419
ENSG00000261667.1	RP11-520P18.5	988
ENSG00000176956.12	LY6H	1591
ENSG00000277494.1	GPIHBP1	2282
ENSG00000181638.17	ZFP41	4797
ENSG00000264668.1	RP13-582O9.6	2897
ENSG00000250571.6	GLI4	2333
ENSG00000185730.7	ZNF696	2795
ENSG00000184428.12	TOP1MT	2029
ENSG00000158106.12	RHPN1	3789
ENSG00000182759.3	MAFA	2347
ENSG00000014164.6	ZC3H3	3280
ENSG00000104518.10	GSDMD	3462
ENSG00000204839.8	MROH6	3469
ENSG00000147813.15	NAPRT	1965
ENSG00000104529.17	EEF1D	3718
ENSG00000179886.5	TIGD5	5390
ENSG00000104524.13	PYCRL	2678
ENSG00000104522.15	TSTA3	2220
ENSG00000183309.11	ZNF623	6759
ENSG00000181135.15	ZNF707	3031
ENSG00000255181.3	CCDC166	1320
ENSG00000181085.14	MAPK15	2240
ENSG00000180921.6	FAM83H	5654
ENSG00000180900.16	SCRIB	5218
ENSG00000179950.13	PUF60	2412
ENSG00000185189.15	NRBP2	3877
ENSG00000261150.2	EPPK1	16002
ENSG00000178209.14	PLEC	15249
ENSG00000178685.13	PARP10	3497
ENSG00000178719.16	GRINA	1968
ENSG00000186583.11	SPATC1	2007
ENSG00000178814.15	OPLAH	4031
ENSG00000178896.6	EXOSC4	1065
ENSG00000197858.10	GPAA1	2078
ENSG00000179091.4	CYC1	1832
ENSG00000179526.16	SHARPIN	1765
ENSG00000179632.9	MAF1	1754
ENSG00000179698.13	WDR97	7119
ENSG00000235173.6	HGH1	2531
ENSG00000179832.17	MROH1	5832
ENSG00000261236.5	BOP1	2303
ENSG00000260428.2	SCX	999
ENSG00000185122.10	HSF1	3451
ENSG00000185000.9	DGAT1	3711
ENSG00000261678.2	SCRT1	3779
ENSG00000261587.2	TMEM249	1762
ENSG00000271698.1	GS1-393G12.13	1596
ENSG00000185803.8	SLC52A2	2147
ENSG00000182325.10	FBXL6	3108
ENSG00000173137.11	ADCK5	2027
ENSG00000071894.14	CPSF1	4494
ENSG00000147804.9	SLC39A4	2778
ENSG00000160948.13	VPS28	2337
ENSG00000160949.16	TONSL	6607
ENSG00000187954.12	CYHR1	6158
ENSG00000167702.11	KIFC2	3646
ENSG00000160973.7	FOXH1	2503
ENSG00000160972.9	PPP1R16A	4311
ENSG00000167701.13	GPT	1885
ENSG00000167700.8	MFSD3	1548
ENSG00000160957.12	RECQL4	3896
ENSG00000160959.7	LRRC14	5328
ENSG00000254402.6	LRRC24	1758
ENSG00000213563.6	C8orf82	2476
ENSG00000147799.11	ARHGAP39	4697
ENSG00000198169.8	ZNF251	2807
ENSG00000196378.11	ZNF34	2056
ENSG00000161016.15	RPL8	1041
ENSG00000197363.9	ZNF517	3191
ENSG00000147789.15	ZNF7	5641
ENSG00000170619.9	COMMD5	1573
ENSG00000196150.13	ZNF250	6364
ENSG00000170631.14	ZNF16	2616
ENSG00000182307.12	C8orf33	2677
ENSG00000181404.15	WASH1	1827
ENSG00000170122.5	FOXD4	1974
ENSG00000172785.18	CBWD1	4534
ENSG00000183784.6	C9orf66	2918
ENSG00000107099.15	DOCK8	9277
ENSG00000107104.18	KANK1	7193
ENSG00000137090.11	DMRT1	2222
ENSG00000064218.4	DMRT3	2183
ENSG00000173253.15	DMRT2	2459
ENSG00000080503.20	SMARCA2	5867
ENSG00000147852.15	VLDLR	9163
ENSG00000168263.8	KCNV2	2186
ENSG00000080608.9	PUM3	2321
ENSG00000080298.15	RFX3	9307
ENSG00000279745.1	AL365202.1	294
ENSG00000107249.21	GLIS3	6667
ENSG00000106688.11	SLC1A1	3722
ENSG00000106686.16	SPATA6L	4073
ENSG00000205808.5	PLPP6	2944
ENSG00000106993.11	CDC37L1	3502
ENSG00000147853.16	AK3	4029
ENSG00000120158.11	RCL1	2134
ENSG00000096968.12	JAK2	5285
ENSG00000120210.6	INSL6	758
ENSG00000120211.4	INSL4	1952
ENSG00000107014.8	RLN2	1177
ENSG00000107018.7	RLN1	967
ENSG00000107020.9	PLGRKT	932
ENSG00000120217.13	CD274	3644
ENSG00000197646.7	PDCD1LG2	2365
ENSG00000107036.11	RIC1	6774
ENSG00000099219.13	ERMP1	5376
ENSG00000183354.11	KIAA2026	6988
ENSG00000120215.9	MLANA	2415
ENSG00000137040.9	RANBP6	4576
ENSG00000137033.11	IL33	2641
ENSG00000170777.10	TPD52L3	2296
ENSG00000147854.16	UHRF2	3723
ENSG00000178445.8	GLDC	3767
ENSG00000274527.5	RP11-146B14.1	3406
ENSG00000282960.1	AL513412.1	2508
ENSG00000107077.17	KDM4C	4655
ENSG00000137038.7	TMEM261	2755
ENSG00000153707.15	PTPRD	9911
ENSG00000107165.12	TYRP1	2851
ENSG00000153714.5	LURAP1L	1753
ENSG00000107186.16	MPDZ	7722
ENSG00000147862.14	NFIB	8198
ENSG00000175893.11	ZDHHC21	9160
ENSG00000147869.4	CER1	1215
ENSG00000164946.19	FREM1	10086
ENSG00000155158.20	TTC39B	10483
ENSG00000164975.15	SNAPC3	5680
ENSG00000164985.14	PSIP1	3391
ENSG00000164989.15	CCDC171	6512
ENSG00000205549.8	C9orf92	379
ENSG00000173068.17	BNC2	12844
ENSG00000044459.14	CNTLN	5576
ENSG00000107295.9	SH3GL2	2565
ENSG00000178031.15	ADAMTSL1	8030
ENSG00000155875.13	SAXO1	2099
ENSG00000155876.5	RRAGA	1589
ENSG00000147874.10	HAUS6	6536
ENSG00000147872.9	PLIN2	1972
ENSG00000137145.20	DENND4C	6831
ENSG00000137154.12	RPS6	1387
ENSG00000177076.5	ACER2	2238
ENSG00000155886.11	SLC24A2	10749
ENSG00000171843.15	MLLT3	6772
ENSG00000188352.12	FOCAD	6096
ENSG00000188921.13	HACD4	8267
ENSG00000171855.6	IFNB1	859
ENSG00000177047.6	IFNW1	1932
ENSG00000137080.4	IFNA21	1024
ENSG00000236637.3	IFNA4	978
ENSG00000214042.1	IFNA7	737
ENSG00000186803.3	IFNA10	963
ENSG00000147885.4	IFNA16	939
ENSG00000234829.4	IFNA17	980
ENSG00000228083.2	IFNA14	990
ENSG00000147873.5	IFNA5	987
ENSG00000198642.6	KLHL9	5710
ENSG00000120235.4	IFNA6	1544
ENSG00000233816.3	IFNA13	1539
ENSG00000188379.6	IFNA2	1135
ENSG00000120242.3	IFNA8	1039
ENSG00000197919.4	IFNA1	863
ENSG00000184995.7	IFNE	1475
ENSG00000099810.18	MTAP	7557
ENSG00000264545.1	RP11-145E5.5	935
ENSG00000147889.16	CDKN2A	1283
ENSG00000147883.10	CDKN2B	3911
ENSG00000176399.3	DMRTA1	5569
ENSG00000107105.14	ELAVL2	3805
ENSG00000205442.12	IZUMO3	1229
ENSG00000198680.4	TUSC1	2052
ENSG00000120159.11	CAAP1	2791
ENSG00000137055.14	PLAA	4234
ENSG00000096872.15	IFT74	2163
ENSG00000184434.7	LRRC19	3609
ENSG00000120156.20	TEK	4760
ENSG00000120160.10	EQTN	1033
ENSG00000120162.9	MOB3B	6454
ENSG00000147896.3	IFNK	1140
ENSG00000147894.14	C9orf72	4808
ENSG00000174482.10	LINGO2	3044
ENSG00000122729.18	ACO1	7466
ENSG00000107201.9	DDX58	4353
ENSG00000197579.7	TOPORS	4098
ENSG00000165264.10	NDUFB6	1366
ENSG00000241043.1	GVQW1	1833
ENSG00000122728.6	TAF1L	6216
ENSG00000188133.5	TMEM215	3581
ENSG00000137074.18	APTX	2168
ENSG00000086061.15	DNAJA1	2381
ENSG00000122692.8	SMU1	7122
ENSG00000086062.12	B4GALT1	4201
ENSG00000122711.8	SPINK4	533
ENSG00000107262.17	BAG1	3867
ENSG00000086065.13	CHMP5	1957
ENSG00000086102.18	NFX1	4604
ENSG00000165269.12	AQP7	2879
ENSG00000165272.14	AQP3	2911
ENSG00000165271.16	NOL6	4741
ENSG00000230453.9	ANKRD18B	3773
ENSG00000205274.3	TRBV20OR9-2	416
ENSG00000183938.5	TRBV21OR9-2	367
ENSG00000229063.2	TRBV23OR9-2	335
ENSG00000010438.16	PRSS3	1144
ENSG00000107341.4	UBE2R2	4075
ENSG00000137073.20	UBAP2	4572
ENSG00000198876.12	DCAF12	3667
ENSG00000165006.13	UBAP1	2735
ENSG00000186638.15	KIF24	6226
ENSG00000164978.17	NUDT2	1075
ENSG00000164976.8	KIAA1161	6398
ENSG00000164972.12	C9orf24	1151
ENSG00000164970.14	FAM219A	3644
ENSG00000122735.15	DNAI1	2598
ENSG00000168913.6	ENHO	1082
ENSG00000122756.14	CNTFR	2052
ENSG00000164967.9	RPP25L	1092
ENSG00000137100.15	DCTN3	3023
ENSG00000205143.2	ARID3C	1411
ENSG00000147955.16	SIGMAR1	1743
ENSG00000213930.11	GALT	2566
ENSG00000258728.1	RP11-195F19.29	902
ENSG00000137070.17	IL11RA	3008
ENSG00000213927.3	CCL27	879
ENSG00000187186.14	RP11-195F19.5	1525
ENSG00000172724.11	CCL19	687
ENSG00000137077.7	CCL21	852
ENSG00000205108.5	FAM205A	4225
ENSG00000187791.12	FAM205C	1017
ENSG00000122733.12	PHF24	5718
ENSG00000137094.14	DNAJB5	5228
ENSG00000174038.12	C9orf131	3409
ENSG00000165280.15	VCP	4370
ENSG00000221829.9	FANCG	2631
ENSG00000165282.13	PIGO	6655
ENSG00000165283.15	STOML2	1296
ENSG00000005238.19	FAM214B	5771
ENSG00000198722.13	UNC13B	6432
ENSG00000198853.11	RUSC2	5636
ENSG00000215187.9	FAM166B	1026
ENSG00000107140.15	TESK1	2438
ENSG00000137101.12	CD72	2035
ENSG00000137078.8	SIT1	1317
ENSG00000159884.11	CCDC107	1324
ENSG00000137135.17	ARHGEF39	4498
ENSG00000107159.12	CA9	1618
ENSG00000198467.13	TPM2	2147
ENSG00000137076.18	TLN1	8823
ENSG00000107175.10	CREB3	1919
ENSG00000070610.14	GBA2	3757
ENSG00000107185.9	RGP1	7018
ENSG00000215183.4	MSMP	670
ENSG00000159899.14	NPR2	3686
ENSG00000137098.13	SPAG8	2481
ENSG00000137133.10	HINT2	2167
ENSG00000137103.16	TMEM8B	3731
ENSG00000204930.9	FAM221B	3763
ENSG00000168828.5	OR13J1	1339
ENSG00000196196.2	HRCT1	950
ENSG00000278889.3	OR2S2	1047
ENSG00000122718.5	OR2S2	960
ENSG00000243641.3	OR13C7	959
ENSG00000122707.11	RECK	4888
ENSG00000122694.15	GLIPR2	2702
ENSG00000185972.5	CCIN	1941
ENSG00000122705.16	CLTA	1890
ENSG00000159921.14	GNE	5298
ENSG00000137075.17	RNF38	5254
ENSG00000165304.7	MELK	2485
ENSG00000196092.12	PAX5	8615
ENSG00000147905.17	ZCCHC7	2828
ENSG00000137106.17	GRHPR	4762
ENSG00000168795.4	ZBTB5	4627
ENSG00000137054.15	POLR1E	2229
ENSG00000147912.12	FBXO10	4575
ENSG00000256966.6	RP11-613M10.8	2999
ENSG00000175768.12	TOMM5	3071
ENSG00000255872.3	RP11-613M10.9	2591
ENSG00000070601.9	FRMPD1	5465
ENSG00000165275.9	TRMT10B	2281
ENSG00000107371.12	EXOSC3	1806
ENSG00000122741.15	DCAF10	7393
ENSG00000122696.12	SLC25A51	1871
ENSG00000107338.9	SHB	2783
ENSG00000137124.7	ALDH1B1	3066
ENSG00000137142.4	IGFBPL1	1093
ENSG00000180071.19	ANKRD18A	4041
ENSG00000106714.17	CNTNAP3	5064
ENSG00000204849.7	SPATA31A1	4256
ENSG00000183148.6	ANKRD20A2	3511
ENSG00000273514.1	FOXD4L6	2034
ENSG00000215126.10	CBWD7	3334
ENSG00000154529.14	CNTNAP3B	7455
ENSG00000185775.9	SPATA31A6	4209
ENSG00000277737.2	FP325317.1	1681
ENSG00000276581.2	SPATA31A5	4256
ENSG00000276040.4	SPATA31A7	4256
ENSG00000172014.12	ANKRD20A4	4137
ENSG00000204779.2	FOXD4L5	3109
ENSG00000147996.16	CBWD5	3326
ENSG00000184659.5	FOXD4L4	2230
ENSG00000276203.4	ANKRD20A3	5567
ENSG00000274349.4	ZNF658	4160
ENSG00000275969.2	SPATA31A3	4256
ENSG00000260691.5	ANKRD20A1	3379
ENSG00000196873.15	CBWD3	3301
ENSG00000187559.5	FOXD4L3	2039
ENSG00000154330.12	PGM5	4032
ENSG00000181778.4	TMEM252	1245
ENSG00000107242.17	PIP5K1B	3335
ENSG00000187866.7	FAM122A	4554
ENSG00000165059.6	PRKACG	1609
ENSG00000165060.11	FXN	2608
ENSG00000119139.16	TJP2	4611
ENSG00000135063.17	FAM189A2	2423
ENSG00000107282.7	APBA1	6534
ENSG00000188647.12	PTAR1	9876
ENSG00000204711.8	C9orf135	873
ENSG00000165072.9	MAMDC2	3616
ENSG00000198887.8	SMC5	5980
ENSG00000119138.4	KLF9	5175
ENSG00000083067.22	TRPM3	12258
ENSG00000135048.13	TMEM2	6523
ENSG00000107362.13	ABHD17B	2614
ENSG00000281760.1	AL138751.1	33
ENSG00000155621.14	C9orf85	3321
ENSG00000204669.9	C9orf57	1502
ENSG00000119125.16	GDA	5362
ENSG00000107372.12	ZFAND5	5310
ENSG00000165091.15	TMC1	3201
ENSG00000165092.12	ALDH1A1	2107
ENSG00000135046.13	ANXA1	2209
ENSG00000198963.10	RORB	9551
ENSG00000119121.21	TRPM6	8425
ENSG00000135045.6	C9orf40	2327
ENSG00000156017.12	CARNMT1	4130
ENSG00000106733.20	NMRK1	2050
ENSG00000134996.11	OSTF1	1319
ENSG00000099139.13	PCSK5	9538
ENSG00000135002.11	RFK	2684
ENSG00000187210.12	GCNT1	5972
ENSG00000106772.17	PRUNE2	12584
ENSG00000204612.1	FOXB2	1299
ENSG00000197969.11	VPS13A	15320
ENSG00000156049.6	GNA14	2482
ENSG00000156052.10	GNAQ	6539
ENSG00000148019.12	CEP78	11198
ENSG00000135069.13	PSAT1	2188
ENSG00000106829.18	TLE4	4871
ENSG00000196781.13	TLE1	3893
ENSG00000189357.8	SPATA31D4	4787
ENSG00000186788.12	SPATA31D3	4920
ENSG00000214929.3	SPATA31D1	4833
ENSG00000165105.9	RASEF	5576
ENSG00000172159.15	FRMD3	5297
ENSG00000148057.15	IDNK	1623
ENSG00000135018.13	UBQLN1	6055
ENSG00000165113.12	GKAP1	1778
ENSG00000165115.14	KIF27	4653
ENSG00000165118.14	C9orf64	2443
ENSG00000165119.18	HNRNPK	2942
ENSG00000178966.15	RMI1	3420
ENSG00000197506.7	SLC28A3	4887
ENSG00000148053.15	NTRK2	8633
ENSG00000135049.15	AGTPBP1	4473
ENSG00000135040.15	NAA35	2649
ENSG00000135052.16	GOLM1	3046
ENSG00000187753.12	C9orf153	1845
ENSG00000135070.13	ISCA1	1958
ENSG00000083223.17	ZCCHC6	5724
ENSG00000180447.6	GAS1	2827
ENSG00000196730.12	DAPK1	5899
ENSG00000135047.14	CTSL	2177
ENSG00000177992.9	SPATA31E1	4478
ENSG00000156345.17	CDK20	5503
ENSG00000106723.16	SPIN1	4484
ENSG00000130045.15	NXNL2	1457
ENSG00000186354.10	C9orf47	4837
ENSG00000213694.3	S1PR3	8505
ENSG00000148082.9	SHC3	9768
ENSG00000123975.4	CKS2	613
ENSG00000187742.14	SECISBP2	5405
ENSG00000187764.11	SEMA4D	5684
ENSG00000130222.10	GADD45G	1065
ENSG00000165023.5	DIRAS2	4385
ENSG00000165025.14	SYK	5005
ENSG00000148090.11	AUH	1577
ENSG00000165030.3	NFIL3	2085
ENSG00000169071.14	ROR2	4360
ENSG00000090054.13	SPTLC1	1894
ENSG00000196305.17	IARS	4656
ENSG00000279007.1	AL136097.1	375
ENSG00000198000.11	NOL8	4598
ENSG00000188312.13	CENPP	8766
ENSG00000106809.10	OGN	2971
ENSG00000127083.7	OMD	2449
ENSG00000106819.11	ASPN	2470
ENSG00000106823.12	ECM2	3253
ENSG00000127080.9	IPPK	4401
ENSG00000185963.13	BICD2	6427
ENSG00000127081.13	ZNF484	4031
ENSG00000127084.17	FGD3	4697
ENSG00000157303.10	SUSD3	1195
ENSG00000165233.17	CARD19	2690
ENSG00000131669.9	NINJ1	2026
ENSG00000165238.16	WNK2	7792
ENSG00000204352.2	C9orf129	1154
ENSG00000188938.15	FAM120AOS	2771
ENSG00000048828.16	FAM120A	5118
ENSG00000197724.10	PHF2	5569
ENSG00000131668.13	BARX1	1533
ENSG00000158079.14	PTPDC1	4517
ENSG00000175787.16	ZNF169	2716
ENSG00000130950.13	NUTM2F	2561
ENSG00000148110.15	HIATL1	3420
ENSG00000130957.4	FBP2	1305
ENSG00000165140.9	FBP1	1487
ENSG00000148120.14	C9orf3	3136
ENSG00000158169.11	FANCC	4585
ENSG00000185920.15	PTCH1	10631
ENSG00000182150.15	ERCC6L2	4564
ENSG00000130948.9	HSD17B3	1135
ENSG00000130958.11	SLC35D2	1613
ENSG00000165244.6	ZNF367	3646
ENSG00000130956.13	HABP4	3150
ENSG00000081377.16	CDC14B	5589
ENSG00000158122.11	AAED1	2863
ENSG00000081386.12	ZNF510	5616
ENSG00000196597.11	ZNF782	4213
ENSG00000196312.11	HIATL2	786
ENSG00000188152.12	NUTM2G	2851
ENSG00000136943.10	CTSV	4322
ENSG00000197816.13	CCDC180	7884
ENSG00000196116.7	TDRD7	3834
ENSG00000136842.13	TMOD1	3343
ENSG00000136925.14	TSTD2	4320
ENSG00000136937.12	NCBP1	5178
ENSG00000136936.10	XPA	1584
ENSG00000178919.8	FOXE1	3462
ENSG00000136932.13	TRMO	3635
ENSG00000136929.12	HEMGN	2305
ENSG00000136938.8	ANP32B	1463
ENSG00000095380.10	NANS	3027
ENSG00000106785.14	TRIM14	4454
ENSG00000106789.12	CORO2A	5635
ENSG00000095383.19	TBC1D2	3349
ENSG00000136928.5	GABBR2	5788
ENSG00000165138.17	ANKS6	7164
ENSG00000119514.6	GALNT12	2735
ENSG00000204291.10	COL15A1	5496
ENSG00000106799.12	TGFBR1	6516
ENSG00000119523.9	ALG2	2966
ENSG00000106803.9	SEC61B	687
ENSG00000119508.17	NR4A3	5706
ENSG00000136874.10	STX17	2713
ENSG00000023318.7	ERP44	4854
ENSG00000119509.12	INVS	3709
ENSG00000136891.13	TEX10	4457
ENSG00000066697.14	MSANTD3	1991
ENSG00000251349.3	MSANTD3-TMEFF1	2069
ENSG00000241697.4	TMEFF1	2611
ENSG00000170681.6	MURC	2615
ENSG00000148123.14	PLPPR1	2495
ENSG00000136881.11	BAAT	3377
ENSG00000136897.7	MRPL50	3332
ENSG00000136870.10	ZNF189	3134
ENSG00000136872.17	ALDOB	2451
ENSG00000165152.8	TMEM246	5070
ENSG00000155827.11	RNF20	3940
ENSG00000198785.4	GRIN3A	7770
ENSG00000188386.5	PPP3R2	3387
ENSG00000155833.14	CYLC2	2171
ENSG00000136824.18	SMC2	5992
ENSG00000186881.3	OR13F1	960
ENSG00000148136.5	OR13C4	957
ENSG00000204246.2	OR13C3	1108
ENSG00000186943.1	OR13C8	963
ENSG00000277556.1	OR13C5	957
ENSG00000276119.1	OR13C2	957
ENSG00000136839.1	OR13C9	957
ENSG00000179055.6	OR13D1	1041
ENSG00000136783.9	NIPSNAP3A	1633
ENSG00000165028.11	NIPSNAP3B	1752
ENSG00000165029.15	ABCA1	10494
ENSG00000070214.15	SLC44A1	10511
ENSG00000106701.11	FSD1L	7664
ENSG00000106692.13	FKTN	7364
ENSG00000186051.6	TAL2	656
ENSG00000095209.11	TMEM38B	3956
ENSG00000148143.12	ZNF462	10414
ENSG00000119318.12	RAD23B	4119
ENSG00000136826.14	KLF4	2813
ENSG00000148156.7	ACTL7B	2379
ENSG00000187003.6	ACTL7A	1494
ENSG00000070061.14	IKBKAP	5905
ENSG00000119328.11	FAM206A	2134
ENSG00000119326.14	CTNNAL1	2522
ENSG00000106771.12	TMEM245	7980
ENSG00000260230.2	FRRS1L	8197
ENSG00000095203.14	EPB41L4B	5800
ENSG00000070159.13	PTPN3	8765
ENSG00000243444.7	PALM2	4492
ENSG00000157654.17	PALM2-AKAP2	7507
ENSG00000241978.9	AKAP2	6866
ENSG00000188959.9	C9orf152	2717
ENSG00000136810.12	TXN	869
ENSG00000204193.10	TXNDC8	1787
ENSG00000165124.17	SVEP1	12350
ENSG00000030304.13	MUSK	3344
ENSG00000198121.13	LPAR1	3637
ENSG00000171133.2	OR2K2	1038
ENSG00000136813.14	KIAA0368	7391
ENSG00000173258.12	ZNF483	3655
ENSG00000106853.16	PTGR1	2298
ENSG00000059769.19	DNAJC25	2572
ENSG00000244115.1	DNAJC25-GNG10	1448
ENSG00000242616.3	GNG10	1491
ENSG00000165181.16	C9orf84	5060
ENSG00000148154.9	UGCG	4007
ENSG00000106868.16	SUSD1	3124
ENSG00000119314.15	PTBP3	7995
ENSG00000119471.14	HSDL2	3350
ENSG00000165185.14	KIAA1958	11775
ENSG00000148153.13	INIP	4233
ENSG00000148158.16	SNX30	7622
ENSG00000119457.7	SLC46A2	2502
ENSG00000136866.13	ZFP37	6266
ENSG00000136867.10	SLC31A2	1785
ENSG00000119321.8	FKBP15	8807
ENSG00000136868.10	SLC31A1	4744
ENSG00000176386.8	CDC26	872
ENSG00000136875.12	PRPF4	3212
ENSG00000165188.13	RNF183	2312
ENSG00000148225.15	WDR31	4878
ENSG00000119411.10	BSPRY	2339
ENSG00000119431.9	HDHD3	1834
ENSG00000148218.15	ALAD	3247
ENSG00000148229.12	POLE3	2396
ENSG00000157653.11	C9orf43	2130
ENSG00000138835.22	RGS3	4591
ENSG00000157657.14	ZNF618	9289
ENSG00000106927.11	AMBP	1434
ENSG00000136883.12	KIF12	2564
